RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Sep 17 22:47:46 2019
elapsed time: 3.8e-08s
Source: /app/node0/item-22001 | Message ID: 1 | Time sentFromSrcR: 1.156800 | Time receivedFromSrcR: 1.156853 |End 
Source: /app/node1/item-22064 | Message ID: 64 | Time sentFromSrcR: 63.278258 | Time receivedFromSrcR: 63.278353 |End 
Source: /app/node1/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.378259 | Time receivedFromSrcR: 64.378355 |End 
Source: /app/node3/item-22063 | Message ID: 63 | Time sentFromSrcR: 64.742301 | Time receivedFromSrcR: 64.742593 |End 
Source: /app/node3/item-22064 | Message ID: 64 | Time sentFromSrcR: 64.756141 | Time receivedFromSrcR: 64.756433 |End 
Source: /app/node3/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.769981 | Time receivedFromSrcR: 64.770273 |End 
Source: /app/node1/item-22066 | Message ID: 66 | Time sentFromSrcR: 65.478260 | Time receivedFromSrcR: 65.478357 |End 
Source: /app/node3/item-22062 | Message ID: 62 | Time sentFromSrcR: 66.328469 | Time receivedFromSrcR: 66.328768 |End 
Source: /app/node3/item-22066 | Message ID: 66 | Time sentFromSrcR: 66.356149 | Time receivedFromSrcR: 66.356448 |End 
Source: /app/node3/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.369989 | Time receivedFromSrcR: 66.370289 |End 
Source: /app/node1/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.578261 | Time receivedFromSrcR: 66.578358 |End 
Source: /app/node1/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.128261 | Time receivedFromSrcR: 67.128359 |End 
Source: /app/node1/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.228262 | Time receivedFromSrcR: 68.228361 |End 
Source: /app/node1/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.328263 | Time receivedFromSrcR: 69.328363 |End 
Source: /app/node1/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.428264 | Time receivedFromSrcR: 70.428364 |End 
Source: /app/node1/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.537840 | Time receivedFromSrcR: 71.537941 |End 
Source: /app/node1/item-22073 | Message ID: 73 | Time sentFromSrcR: 72.628266 | Time receivedFromSrcR: 72.628368 |End 
Source: /app/node1/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.178266 | Time receivedFromSrcR: 73.178369 |End 
Source: /app/node1/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.278267 | Time receivedFromSrcR: 74.278371 |End 
Source: /app/node1/item-22076 | Message ID: 76 | Time sentFromSrcR: 75.378268 | Time receivedFromSrcR: 75.378373 |End 
Source: /app/node1/item-22077 | Message ID: 77 | Time sentFromSrcR: 76.478269 | Time receivedFromSrcR: 76.478374 |End 
Source: /app/node1/item-22078 | Message ID: 78 | Time sentFromSrcR: 78.128269 | Time receivedFromSrcR: 78.128374 |End 
Source: /app/node1/item-22079 | Message ID: 79 | Time sentFromSrcR: 78.142109 | Time receivedFromSrcR: 78.142214 |End 
Source: /app/node1/item-22080 | Message ID: 80 | Time sentFromSrcR: 79.228269 | Time receivedFromSrcR: 79.228374 |End 
Source: /app/node1/item-22081 | Message ID: 81 | Time sentFromSrcR: 80.328269 | Time receivedFromSrcR: 80.328374 |End 
Source: /app/node1/item-22082 | Message ID: 82 | Time sentFromSrcR: 81.428269 | Time receivedFromSrcR: 81.428374 |End 
Source: /app/node1/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.528269 | Time receivedFromSrcR: 82.528374 |End 
Source: /app/node1/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.628269 | Time receivedFromSrcR: 83.628374 |End 
Source: /app/node1/item-22085 | Message ID: 85 | Time sentFromSrcR: 84.178269 | Time receivedFromSrcR: 84.178374 |End 
Source: /app/node1/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.278269 | Time receivedFromSrcR: 85.278374 |End 
Source: /app/node1/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.828269 | Time receivedFromSrcR: 85.828374 |End 
Source: /app/node1/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.378269 | Time receivedFromSrcR: 86.378374 |End 
Source: /app/node1/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.487914 | Time receivedFromSrcR: 87.488019 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.578269 | Time receivedFromSrcR: 88.578374 |End 
Source: /app/node1/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.128269 | Time receivedFromSrcR: 89.128374 |End 
Source: /app/node1/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.228269 | Time receivedFromSrcR: 90.228374 |End 
Source: /app/node0/item-22072 | Message ID: 72 | Time sentFromSrcR: 97.792308 | Time receivedFromSrcR: 97.792606 |End 
Source: /app/node0/item-22073 | Message ID: 73 | Time sentFromSrcR: 97.806148 | Time receivedFromSrcR: 97.806446 |End 
Source: /app/node0/item-22076 | Message ID: 76 | Time sentFromSrcR: 97.847668 | Time receivedFromSrcR: 97.847966 |End 
Source: /app/node0/item-22077 | Message ID: 77 | Time sentFromSrcR: 97.861508 | Time receivedFromSrcR: 97.861806 |End 
Source: /app/node0/item-22078 | Message ID: 78 | Time sentFromSrcR: 97.875348 | Time receivedFromSrcR: 97.875646 |End 
Source: /app/node0/item-22080 | Message ID: 80 | Time sentFromSrcR: 97.903028 | Time receivedFromSrcR: 97.903326 |End 
Source: /app/node0/item-22082 | Message ID: 82 | Time sentFromSrcR: 97.930708 | Time receivedFromSrcR: 97.931006 |End 
Source: /app/node0/item-22085 | Message ID: 85 | Time sentFromSrcR: 97.972228 | Time receivedFromSrcR: 97.972526 |End 
Source: /app/node0/item-22086 | Message ID: 86 | Time sentFromSrcR: 97.986068 | Time receivedFromSrcR: 97.986366 |End 
Source: /app/node0/item-22087 | Message ID: 87 | Time sentFromSrcR: 97.999908 | Time receivedFromSrcR: 98.000206 |End 
Source: /app/node0/item-22088 | Message ID: 88 | Time sentFromSrcR: 98.013748 | Time receivedFromSrcR: 98.014046 |End 
Source: /app/node0/item-22089 | Message ID: 89 | Time sentFromSrcR: 98.027588 | Time receivedFromSrcR: 98.027886 |End 
Source: /app/node0/item-22090 | Message ID: 90 | Time sentFromSrcR: 98.041428 | Time receivedFromSrcR: 98.041726 |End 
Source: /app/node0/item-22074 | Message ID: 74 | Time sentFromSrcR: 99.429668 | Time receivedFromSrcR: 99.429966 |End 
Source: /app/node0/item-22075 | Message ID: 75 | Time sentFromSrcR: 99.443508 | Time receivedFromSrcR: 99.443806 |End 
Source: /app/node0/item-22078 | Message ID: 78 | Time sentFromSrcR: 99.457348 | Time receivedFromSrcR: 99.457646 |End 
Source: /app/node0/item-22084 | Message ID: 84 | Time sentFromSrcR: 99.526548 | Time receivedFromSrcR: 99.526846 |End 
Source: /app/node0/item-22085 | Message ID: 85 | Time sentFromSrcR: 99.540388 | Time receivedFromSrcR: 99.540686 |End 
Source: /app/node0/item-22086 | Message ID: 86 | Time sentFromSrcR: 99.554228 | Time receivedFromSrcR: 99.554526 |End 
Source: /app/node0/item-22087 | Message ID: 87 | Time sentFromSrcR: 99.568068 | Time receivedFromSrcR: 99.568366 |End 
Source: /app/node0/item-22071 | Message ID: 71 | Time sentFromSrcR: 99.938148 | Time receivedFromSrcR: 99.938446 |End 
Source: /app/node0/item-22073 | Message ID: 73 | Time sentFromSrcR: 99.965828 | Time receivedFromSrcR: 99.966126 |End 
Source: /app/node0/item-22074 | Message ID: 74 | Time sentFromSrcR: 99.979668 | Time receivedFromSrcR: 99.979966 |End 
Source: /app/node0/item-22081 | Message ID: 81 | Time sentFromSrcR: 100.007348 | Time receivedFromSrcR: 100.007646 |End 
Source: /app/node0/item-22088 | Message ID: 88 | Time sentFromSrcR: 100.076548 | Time receivedFromSrcR: 100.076846 |End 
Source: /app/node0/item-22072 | Message ID: 72 | Time sentFromSrcR: 102.642308 | Time receivedFromSrcR: 102.642606 |End 
